"Analysis_Family","Run_ID","Scenario","Uncertainty_Structure","Conditional_Success_Rate","Discount_Rate","Final_Mediation_Resolution_Share","Case_Mix_Cost_Multiplier","Case_Mix_Time_Multiplier","Year","Mediation_Resolution_Share","Mediation_Resolved_Per_100_Cases","Mediation_Attempts_Per_100_Cases","Failed_Attempts_To_Trial_Per_100_Cases","Direct_To_Trial_Per_100_Cases","Trial_Resolved_Per_100_Cases","Mean_NPV_Savings_Per_100_Cases_USD","LB95_NPV_Savings_Per_100_Cases_USD","UB95_NPV_Savings_Per_100_Cases_USD","Mean_Months_Saved_Per_100_Cases","LB95_Months_Saved_Per_100_Cases","UB95_Months_Saved_Per_100_Cases","Mean_NPV_Savings_2000_Cases_USD","LB95_NPV_Savings_2000_Cases_USD","UB95_NPV_Savings_2000_Cases_USD","Mean_Years_Saved_2000_Cases","LB95_Years_Saved_2000_Cases","UB95_Years_Saved_2000_Cases"
"Discount-rate sensitivity","RUN_060","Low-income","fixed_horizon",0.95,0.08,0.35,1,1,10,0.33577223804673,34,35.7894736842105,1.78947368421053,64.2105263157895,66,69644.8022264652,18612.6893997254,130718.759319625,1206.6556012236,534.879579431551,2007.13928435064,1392896.0445293,372253.787994507,2614375.1863925,2011.092668706,891.465965719251,3345.23214058439
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,1,0.160791725977255,16,16.8421052631579,0.842105263157894,83.1578947368421,84,243274.657976321,62508.8160861728,472518.329658807,265.576722411936,87.3405576865389,462.051199734538,4865493.15952642,1250176.32172346,9450366.59317615,442.62787068656,145.567596144232,770.085332890897
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,2,0.17845552390654,18,18.9473684210526,0.947368421052634,81.0526315789474,82,252690.753284751,67325.0114759931,493035.273257556,297.567461877373,94.1171821370298,521.250070670154,5053815.06569502,1346500.22951986,9860705.46515113,495.945769795622,156.861970228383,868.75011778359
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,3,0.221521753213271,22,23.1578947368421,1.15789473684211,76.8421052631579,78,288113.819439208,70374.0143999042,561777.980047661,361.246704831046,114.621817178056,633.819087150302,5762276.38878416,1407480.28799808,11235559.6009532,602.077841385077,191.036361963427,1056.3651452505
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,4,0.311364852821997,31,32.6315789473684,1.63157894736842,67.3684210526316,69,372323.289447227,99346.9086721186,721004.376548885,511.460379383641,159.122740399102,895.785225955346,7446465.78894453,1986938.17344237,14420087.5309777,852.433965639401,265.204567331837,1492.97537659224
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,5,0.45,45,47.3684210526316,2.36842105263158,52.6315789473684,55,504530.40487988,134522.6074176,971420.127412017,739.354705858301,231.110869297587,1302.84264894394,10090608.0975976,2690452.14835201,19428402.5482403,1232.25784309717,385.184782162645,2171.40441490657
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,6,0.588635147178003,59,62.1052631578947,3.10526315789474,37.8947368421053,41,613184.301450585,157461.817813257,1194453.72090696,972.805718157603,303.235782379726,1715.84059271671,12263686.0290117,3149236.35626514,23889074.4181391,1621.342863596,505.392970632876,2859.73432119452
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,7,0.678478246786729,68,71.578947368421,3.57894736842105,28.4210526315789,32,656603.055249965,170101.318518677,1262636.57438624,1121.19656778169,358.196502537358,1959.54509820413,13132061.1049993,3402026.37037354,25252731.4877248,1868.66094630282,596.994170895597,3265.90849700688
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,8,0.72154447609346,72,75.7894736842105,3.78947368421053,24.2105263157895,28,644063.55382284,171572.446719745,1243546.24014515,1187.54926805629,375.836486404124,2086.86679294866,12881271.0764568,3431448.9343949,24870924.8029029,1979.24878009381,626.394144006873,3478.1113215811
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,9,0.739208274022745,74,77.8947368421053,3.89473684210526,22.1052631578947,26,609899.258049712,157185.604027162,1188268.88951507,1223.70060462686,389.349060096596,2148.06126121356,12197985.1609942,3143712.08054324,23765377.7903014,2039.50100771144,648.915100160993,3580.10210202261
"Discount-rate sensitivity","RUN_061","High-income","annual_independent",0.95,0.08,0.75,1,1,10,0.745984289445429,75,78.9473684210526,3.94736842105263,21.0526315789474,25,570811.573125765,149488.650200849,1113599.46351264,1241.82383588866,383.903762301277,2170.97073197548,11416231.4625153,2989773.00401698,22271989.2702528,2069.70639314776,639.839603835462,3618.28455329246
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,1,0.119582861398382,12,12.6315789473684,0.631578947368421,87.3684210526316,88,98070.0683723084,32512.0720829153,180789.35114225,306.828953909932,136.895629472223,474.28763329617,1961401.36744617,650241.441658306,3615787.022845,511.381589849886,228.159382453705,790.479388826949
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,2,0.141586348246961,14,14.7368421052632,0.736842105263159,85.2631578947368,86,105668.720636627,35724.2702259154,195576.810817644,356.815450775473,154.940787654993,556.551758022237,2113374.41273255,714485.404518309,3911536.21635288,594.692417959122,258.234646091655,927.586263370394
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,3,0.183990807433038,18,18.9473684210526,0.947368421052634,81.0526315789474,82,126640.586821507,40048.8447031357,234452.443800864,456.375625366346,199.25149426417,711.251792757241,2532811.73643014,800976.894062714,4689048.87601728,760.626042277244,332.085823773616,1185.4196545954
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,4,0.255012759436194,26,27.3684210526316,1.36842105263158,72.6315789473684,74,167919.874233079,57095.1597132762,308157.553814425,661.561053347652,285.250961032366,1030.23215014593,3358397.48466158,1141903.19426552,6163151.07628849,1102.60175557942,475.418268387277,1717.05358357656
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,5,0.35,35,36.8421052631579,1.8421052631579,63.1578947368421,65,210835.453030616,70816.2145973608,385753.21069019,887.768467788783,383.99480414052,1387.61727857587,4216709.06061233,1416324.29194722,7715064.2138038,1479.61411298131,639.9913402342,2312.69546429312
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,6,0.444987240563806,44,46.3157894736842,2.31578947368421,53.6842105263158,56,245674.664973412,81179.5717160356,454454.152831878,1118.50076269644,481.595954114038,1750.18684189175,4913493.29946824,1623591.43432071,9089083.05663756,1864.1679378274,802.659923523396,2916.97806981958
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,7,0.516009192566962,52,54.7368421052632,2.73684210526316,45.2631578947368,48,269704.898218592,89081.1669781329,492440.071753367,1322.528596299,577.795021725127,2053.93166485509,5394097.96437184,1781623.33956266,9848801.43506735,2204.21432716499,962.991702875211,3423.21944142516
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,8,0.558413651753039,56,58.9473684210526,2.94736842105264,41.0526315789474,44,269032.592952175,90805.9122303584,494367.739828098,1424.58674640703,620.647949657198,2223.58104020582,5380651.85904351,1816118.24460717,9887354.79656197,2374.31124401171,1034.41324942866,3705.96840034303
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,9,0.580417138601618,58,61.0526315789474,3.05263157894737,38.9473684210526,42,256847.052464177,84453.9258733749,474694.496310947,1478.19648682151,643.736222698544,2304.55608609439,5136941.04928354,1689078.5174675,9493889.92621893,2463.66081136919,1072.89370449757,3840.92681015731
"Discount-rate sensitivity","RUN_062","Middle-income","annual_independent",0.95,0.08,0.6,1,1,10,0.591006895018954,59,62.1052631578947,3.10526315789474,37.8947368421053,41,241338.843540833,80443.7620646371,446434.926757124,1505.16761566797,645.810406174375,2339.72511546755,4826776.87081665,1608875.24129274,8928698.53514249,2508.61269277995,1076.35067695729,3899.54185911257
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,1,0.0749518089481767,7,7.36842105263158,0.36842105263158,92.6315789473684,93,28431.1304279176,7871.70052273032,53453.873081059,248.62936943531,111.255369265027,409.572766196061,568622.608558352,157434.010454606,1069077.46162118,414.382282392183,185.425615441711,682.621276993436
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,2,0.0925553194701463,9,9.47368421052632,0.473684210526317,90.5263157894737,91,33757.4635434406,9582.35305282032,63634.7425980322,318.659623631732,139.070144496273,528.820442772119,675149.270868813,191647.061056406,1272694.85196064,531.099372719554,231.783574160455,881.367404620198
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,3,0.119442564950295,12,12.6315789473684,0.631578947368421,87.3684210526316,88,41958.2629896972,11010.2277949884,79083.9252237413,422.455508217142,187.16909863583,701.116600420344,839165.259793943,220204.555899768,1581678.50447483,704.092513695237,311.948497726383,1168.52766736724
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,4,0.156303108132261,16,16.8421052631579,0.842105263157894,83.1578947368421,84,51345.0846782735,14525.2032987352,96040.5199346396,565.531243071428,245.244248078651,937.45032926891,1026901.69356547,290504.065974705,1920810.39869279,942.552071785714,408.740413464418,1562.41721544818
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,5,0.2,20,21.0526315789474,1.05263157894737,78.9473684210526,80,59878.3451601938,16963.0383788159,111609.055349871,704.506891723491,308.66314224244,1173.39462585495,1197566.90320388,339260.767576318,2232181.10699742,1174.17815287249,514.438570404066,1955.65770975825
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,6,0.243696891867739,24,25.2631578947368,1.26315789473684,74.7368421052632,76,66603.3364947603,18042.6820255455,125741.822318366,848.086965776743,367.40291141014,1413.55981727929,1332066.72989521,360853.640510911,2514836.44636731,1413.47827629457,612.338185683567,2355.93302879882
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,7,0.280557435049705,28,29.4736842105263,1.47368421052632,70.5263157894737,72,72213.5257623838,20011.4604463218,134412.748629961,988.985619370733,435.906343924656,1635.9049115837,1444270.51524768,400229.208926436,2688254.97259922,1648.30936561789,726.51057320776,2726.50818597283
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,8,0.307444680529854,31,32.6315789473684,1.63157894736842,67.3684210526316,69,74040.8227042293,20851.6219107683,138481.705700249,1095.48028135269,479.706579116297,1820.09210289093,1480816.45408459,417032.438215366,2769634.11400498,1825.80046892114,799.510965193829,3033.48683815155
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,9,0.325048191051823,33,34.7368421052632,1.73684210526316,65.2631578947368,67,72630.2169692666,19870.9834261964,136557.359209118,1168.97165414076,513.033857313752,1941.75031245643,1452604.33938533,397419.668523929,2731147.18418236,1948.2860902346,855.056428856254,3236.25052076071
"Discount-rate sensitivity","RUN_063","Low-income","annual_independent",0.95,0.08,0.35,1,1,10,0.33577223804673,34,35.7894736842105,1.78947368421053,64.2105263157895,66,69123.9536911114,19156.6425979517,130104.670940447,1205.55951223071,523.742404840543,1994.74190398836,1382479.07382223,383132.851959034,2602093.41880894,2009.26585371785,872.904008067571,3324.56983998059
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,1,0.158093794482941,16,16.8421052631579,0.842105263157894,83.1578947368421,84,252442.208977754,63544.8234601673,490610.11726541,265.26382930947,86.040767749321,465.690696968549,5048844.17955507,1270896.46920335,9812202.34530821,442.106382182449,143.401279582202,776.151161614248
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,2,0.171341642929905,17,17.8947368421053,0.894736842105264,82.1052631578947,83,255447.473370346,64301.3094537408,496450.713899522,281.842818641311,91.4183157336535,494.796365529083,5108949.46740691,1286026.18907482,9929014.27799045,469.738031068852,152.363859556089,824.660609215139
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,3,0.203641314909953,20,21.0526315789474,1.05263157894737,78.9473684210526,80,286215.656437363,72046.2851022305,556247.29848686,331.579786636837,107.550959686651,582.113371210686,5724313.12874727,1440925.70204461,11124945.9697372,552.632977728061,179.251599477752,970.18895201781
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,4,0.271023639616498,27,28.421052631579,1.42105263157895,71.578947368421,73,367991.55827661,92630.9379885821,715175.098054534,447.63271195973,145.193795576979,785.853051134426,7359831.1655322,1852618.75977164,14303501.9610907,746.054519932883,241.989659294965,1309.75508522404
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,5,0.375,38,40,2,60,62,493251.47141133,124161.398362121,958612.124376447,630.00159460999,204.346823404637,1106.0154053003,9865029.4282266,2483227.96724241,19172242.487529,1050.00265768332,340.578039007729,1843.35900883384
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,6,0.478976360383502,48,50.5263157894737,2.52631578947368,49.4736842105263,52,593385.228765508,149367.09577398,1153217.59323482,795.791487928408,258.122303247963,1397.07209090565,11867704.5753102,2987341.91547959,23064351.8646965,1326.31914654735,430.203838746605,2328.45348484274
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,7,0.546358685090047,55,57.8947368421053,2.89473684210527,42.1052631578947,45,647543.404406807,162999.806896208,1258471.57991895,911.8444132513,295.765139138291,1600.81177082939,12950868.0881361,3259996.13792416,25169431.5983791,1519.74068875217,492.941898563818,2668.01961804898
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,8,0.578658357070095,58,61.0526315789474,3.05263157894737,38.9473684210526,42,650346.6226077,163705.433765889,1263919.50883635,961.581381246826,311.897783091288,1688.12877651099,13006932.452154,3274108.67531777,25278390.1767271,1602.63563541138,519.829638485481,2813.54796085165
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,9,0.591906205517059,59,62.1052631578947,3.10526315789474,37.8947368421053,41,630056.662296461,158598.039280582,1224486.88048185,978.160370578669,317.275331075621,1717.23444507152,12601133.2459292,3171960.78561163,24489737.609637,1630.26728429778,528.792218459368,2862.05740845254
"Resolution-ceiling sensitivity","RUN_064","High-income","fixed_horizon",0.95,0.05,0.6,1,1,10,0.596988217084072,60,63.1578947368421,3.15789473684211,36.8421052631579,40,610224.370262916,153605.849182161,1185943.70990978,994.739359910518,322.652879059953,1746.34011363206,12204487.4052583,3072116.98364323,23718874.1981957,1657.8989331842,537.754798433256,2910.56685605343
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,1,0.158093794482941,16,16.8421052631579,0.842105263157894,83.1578947368421,84,250225.36248993,64294.7822600635,486018.853363345,265.576722411936,87.3405576865389,462.051199734538,5004507.24979861,1285895.64520127,9720377.06726689,442.62787068656,145.567596144232,770.085332890897
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,2,0.171341642929905,17,17.8947368421053,0.894736842105264,82.1052631578947,83,252484.475118803,67270.0522829516,492632.795483469,281.03593621752,88.8884497960837,492.291733410701,5049689.50237607,1345401.04565903,9852655.90966937,468.393227029201,148.147416326806,820.486222351168
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,3,0.203641314909953,20,21.0526315789474,1.05263157894737,78.9473684210526,80,285019.631269667,69618.2351622991,555744.785308321,328.406095300952,104.201651980051,576.199170136638,5700392.62539333,1392364.70324598,11114895.7061664,547.343492168253,173.669419966752,960.331950227731
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,4,0.271023639616498,27,28.421052631579,1.42105263157895,71.578947368421,73,362961.113760906,96848.8022166718,702874.515121525,445.465491721238,138.590773895992,780.200035509495,7259222.27521811,1936976.04433344,14057490.3024305,742.442486202063,230.984623159987,1300.33339251582
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,5,0.375,38,40,2,60,62,490490.622276733,130779.189488603,944388.005515553,624.3439738359,195.160289629073,1100.178236886,9809812.44553465,2615583.78977207,18887760.1103111,1040.5732897265,325.267149381789,1833.63039480999
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,6,0.478976360383502,48,50.5263157894737,2.52631578947368,49.4736842105263,52,590727.231976057,151694.985600083,1150708.42258301,791.435160535003,246.700297529268,1395.93810932885,11814544.6395211,3033899.71200167,23014168.4516603,1319.05860089167,411.16716254878,2326.56351554808
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,7,0.546358685090047,55,57.8947368421053,2.89473684210527,42.1052631578947,45,646841.493107337,167572.46249526,1243865.25541981,906.85016511755,289.717759405216,1584.92618237099,12936829.8621467,3351449.24990519,24877305.1083963,1511.41694186258,482.862932342027,2641.54363728498
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,8,0.578658357070095,58,61.0526315789474,3.05263157894737,38.9473684210526,42,649979.818898642,173148.483849115,1254969.25755865,956.636910378678,302.757169603322,1681.0871387642,12999596.3779728,3462969.67698229,25099385.1511729,1594.39485063113,504.595282672203,2801.81189794033
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,9,0.591906205517059,59,62.1052631578947,3.10526315789474,37.8947368421053,41,626597.279104449,161489.082824529,1220801.70321165,975.653184770069,310.426953320259,1712.6434379946,12531945.582089,3229781.65649058,24416034.0642329,1626.08864128345,517.378255533764,2854.405729991
"Resolution-ceiling sensitivity","RUN_065","High-income","annual_independent",0.95,0.05,0.6,1,1,10,0.596988217084072,60,63.1578947368421,3.15789473684211,36.8421052631579,40,605239.579624295,158504.928886981,1180765.25231511,993.459068710926,307.123009841022,1736.77658558038,12104791.5924859,3170098.57773963,23615305.0463023,1655.76511451821,511.87168306837,2894.62764263397
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,1,0.160791725977255,16,16.8421052631579,0.842105263157894,83.1578947368421,84,252442.208977754,63544.8234601673,490610.11726541,265.26382930947,86.040767749321,465.690696968549,5048844.17955507,1270896.46920335,9812202.34530821,442.106382182449,143.401279582202,776.151161614248
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,2,0.17845552390654,18,18.9473684210526,0.947368421052634,81.0526315789474,82,270473.795333309,68083.7394216079,525653.697070083,298.421807973152,96.795863717986,523.902034089617,5409475.90666617,1361674.78843216,10513073.9414017,497.369679955254,161.326439529977,873.170056816029
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,3,0.221521753213271,22,23.1578947368421,1.15789473684211,76.8421052631579,78,314837.2220811,79250.9136124536,611872.028335546,364.737765300523,118.306055655316,640.324708331755,6296744.441622,1585018.27224907,12237440.5667109,607.896275500871,197.176759425527,1067.20784721959
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,4,0.311364852821997,31,32.6315789473684,1.63157894736842,67.3684210526316,69,422508.826169438,106354.039912816,821126.964432983,513.948669287099,166.703987514309,902.275725376563,8450176.52338877,2127080.79825633,16422539.2886597,856.581115478499,277.839979190516,1503.79287562761
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,5,0.45,45,47.3684210526316,2.36842105263158,52.6315789473684,55,584113.584566047,147033.234902511,1135198.56834053,746.054519932885,241.989659294965,1309.75508522404,11682271.6913209,2940664.69805023,22703971.3668106,1243.42419988814,403.316098824942,2182.92514204007
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,6,0.588635147178003,59,62.1052631578947,3.10526315789474,37.8947368421053,41,729369.34369094,183597.055222183,1417496.6250178,978.160370578669,317.275331075621,1717.23444507152,14587386.8738188,3671941.10444367,28349932.5003561,1630.26728429778,528.792218459368,2862.05740845254
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,7,0.678478246786729,68,71.578947368421,3.57894736842105,28.4210526315789,32,800599.118175685,201527.033980766,1555928.49880889,1127.37127456524,365.673262934614,1979.18546211633,16011982.3635137,4030540.67961533,31118569.9761778,1878.95212427541,609.455438224357,3298.64243686055
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,8,0.72154447609346,72,75.7894736842105,3.78947368421053,24.2105263157895,28,807326.841857834,203220.538468,1569003.52821064,1193.68723189261,387.183454871944,2095.60813635847,16146536.8371567,4064410.76935999,31380070.5642129,1989.47871982102,645.305758119907,3492.68022726412
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,9,0.739208274022745,74,77.8947368421053,3.89473684210526,22.1052631578947,26,790240.55949047,198919.574690899,1535797.10433317,1226.8452105563,397.93855084061,2153.81947347954,15804811.1898094,3978391.49381798,30715942.0866634,2044.74201759383,663.230918067682,3589.6991224659
"Resolution-ceiling sensitivity","RUN_066","High-income","fixed_horizon",0.95,0.05,0.75,1,1,10,0.745984289445429,75,78.9473684210526,3.94736842105263,21.0526315789474,25,762780.462828646,192007.311477702,1482429.63738723,1243.42419988814,403.316098824942,2182.92514204007,15255609.2565729,3840146.22955404,29648592.7477446,2072.37366648023,672.19349804157,3638.20857006679
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,1,0.160791725977255,16,16.8421052631579,0.842105263157894,83.1578947368421,84,250225.36248993,64294.7822600635,486018.853363345,265.576722411936,87.3405576865389,462.051199734538,5004507.24979861,1285895.64520127,9720377.06726689,442.62787068656,145.567596144232,770.085332890897
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,2,0.17845552390654,18,18.9473684210526,0.947368421052634,81.0526315789474,82,267336.503066968,71227.1141819487,521611.19521779,297.567461877373,94.1171821370298,521.250070670154,5346730.06133937,1424542.28363897,10432223.9043558,495.945769795622,156.861970228383,868.75011778359
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,3,0.221521753213271,22,23.1578947368421,1.15789473684211,76.8421052631579,78,313521.594396635,76580.058678529,611319.263839153,361.246704831046,114.621817178056,633.819087150302,6270431.88793271,1531601.17357058,12226385.2767831,602.077841385077,191.036361963427,1056.3651452505
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,4,0.311364852821997,31,32.6315789473684,1.63157894736842,67.3684210526316,69,416733.130614373,111196.772915438,807004.072917306,511.460379383641,159.122740399102,895.785225955346,8334662.61228747,2223935.45830876,16140081.4583461,852.433965639401,265.204567331837,1492.97537659224
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,5,0.45,45,47.3684210526316,2.36842105263158,52.6315789473684,55,580844.15795929,154870.092815451,1118354.21705789,739.354705858301,231.110869297587,1302.84264894394,11616883.1591858,3097401.85630903,22367084.3411578,1232.25784309717,385.184782162645,2171.40441490657
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,6,0.588635147178003,59,62.1052631578947,3.10526315789474,37.8947368421053,41,726102.22263724,186458.419800102,1414412.43609162,972.805718157603,303.235782379726,1715.84059271671,14522044.4527448,3729168.39600205,28288248.7218324,1621.342863596,505.392970632876,2859.73432119452
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,7,0.678478246786729,68,71.578947368421,3.57894736842105,28.4210526315789,32,799731.300569069,207180.499085048,1537869.77033722,1121.19656778169,358.196502537358,1959.54509820413,15994626.0113814,4143609.98170097,30757395.4067445,1868.66094630282,596.994170895597,3265.90849700688
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,8,0.72154447609346,72,75.7894736842105,3.78947368421053,24.2105263157895,28,806871.499322456,214942.945467866,1557892.87145211,1187.54926805629,375.836486404124,2086.86679294866,16137429.9864491,4298858.90935733,31157857.4290423,1979.24878009381,626.394144006873,3478.1113215811
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,9,0.739208274022745,74,77.8947368421053,3.89473684210526,22.1052631578947,26,785901.672097103,202545.629305342,1531175.01758749,1223.70060462686,389.349060096596,2148.06126121356,15718033.4419421,4050912.58610684,30623500.3517498,2039.50100771144,648.915100160993,3580.10210202261
"Resolution-ceiling sensitivity","RUN_067","High-income","annual_independent",0.95,0.05,0.75,1,1,10,0.745984289445429,75,78.9473684210526,3.94736842105263,21.0526315789474,25,756549.474530366,198131.161108727,1475956.56539389,1241.82383588866,383.903762301277,2170.97073197548,15130989.4906073,3962623.22217454,29519131.3078778,2069.70639314776,639.839603835462,3618.28455329246
"Illustrative paired case-mix sensitivity","RUN_068","High-income","fixed_horizon",0.95,0.05,0.75,0.5,0.5,1,0.160791725977255,16,16.8421052631579,0.842105263157894,83.1578947368421,84,99464.4157560259,222.690883926249,221769.604291015,104.60786666596,9.51591947294117,209.57376798513,1989288.31512052,4453.81767852499,4435392.0858203,174.346444443267,15.8598657882353,349.28961330855
"Illustrative paired case-mix sensitivity","RUN_068","High-income","fixed_horizon",0.95,0.05,0.75,0.5,0.5,2,0.17845552390654,18,18.9473684210526,0.947368421052634,81.0526315789474,82,106569.016881457,238.59737563526,237610.290311802,117.683849999205,10.7054094070588,235.770488983271,2131380.33762913,4771.9475127052,4752205.80623603,196.139749998676,17.8423490117647,392.950814972119
"Illustrative paired case-mix sensitivity","RUN_068","High-income","fixed_horizon",0.95,0.05,0.75,0.5,0.5,3,0.221521753213271,22,23.1578947368421,1.15789473684211,76.8421052631579,78,124048.591078944,277.732394919352,276583.40671215,143.835816665696,13.0843892752941,288.163930979554,2480971.82157888,5554.64789838703,5531668.134243,239.726361109493,21.8073154588235,480.273218299256
"Illustrative paired case-mix sensitivity","RUN_068","High-income","fixed_horizon",0.95,0.05,0.75,0.5,0.5,4,0.311364852821997,31,32.6315789473684,1.63157894736842,67.3684210526316,69,166472.135214167,372.714469372289,371172.537146175,202.677741665298,18.4370939788235,406.049175471189,3329442.70428334,7454.28938744579,7423450.7429235,337.796236108829,30.7284899647058,676.748625785315
"Illustrative paired case-mix sensitivity","RUN_068","High-income","fixed_horizon",0.95,0.05,0.75,0.5,0.5,5,0.45,45,47.3684210526316,2.36842105263158,52.6315789473684,55,230145.809051845,515.273459961689,513141.756423284,294.209624998012,26.763523517647,589.426222458178,4602916.18103691,10305.4691992338,10262835.1284657,490.349374996687,44.6058725294116,982.377037430296
"Illustrative paired case-mix sensitivity","RUN_068","High-income","fixed_horizon",0.95,0.05,0.75,0.5,0.5,6,0.588635147178003,59,62.1052631578947,3.10526315789474,37.8947368421053,41,287377.835641458,643.410246301399,640748.436592037,385.741508330727,35.0899530564705,772.803269445166,5747556.71282915,12868.204926028,12814968.7318407,642.902513884545,58.4832550941175,1288.00544907528
